Белорусская АЭС,Чехи,Маркуны,Ольховка,Свирь,Подольцы,Гоза,Ворона,Вороняны,Чернишки,Рымдюры,date,time
0.07,0.06,0.06,0.08,0.06,0.07,0.06,0.06,0.07,0.06,0.06,14-01-2023,00:00:01
0.06,0.06,0.06,0.08,0.06,0.06,0.06,0.06,0.07,0.06,0.06,14-01-2023,00:30:01
0.08,0.06,0.06,0.08,0.06,0.06,0.06,0.06,0.07,0.06,0.06,14-01-2023,01:00:01
0.06,0.06,0.06,0.08,0.06,0.06,0.06,0.06,0.07,0.06,0.06,14-01-2023,01:30:02
0.06,0.06,0.06,0.08,0.06,0.06,0.06,0.06,0.07,0.06,0.06,14-01-2023,02:00:01
0.06,0.06,0.06,0.08,0.06,0.06,0.06,0.06,0.07,0.06,0.06,14-01-2023,02:30:01
0.07,0.06,0.06,0.08,0.06,0.06,0.06,0.06,0.07,0.06,0.06,14-01-2023,04:00:01
0.07,0.06,0.06,0.08,0.06,0.06,0.06,0.06,0.07,0.06,0.06,14-01-2023,04:00:01
0.08,0.06,0.06,0.08,0.06,0.08,0.06,0.07,0.07,0.06,0.06,14-01-2023,05:30:01
0.08,0.06,0.06,0.08,0.06,0.08,0.06,0.07,0.07,0.06,0.06,14-01-2023,05:30:01
0.06,0.06,0.06,0.08,0.07,0.07,0.06,0.07,0.07,0.06,0.06,14-01-2023,06:00:01
0.07,0.07,0.06,0.08,0.07,0.07,0.06,0.07,0.07,0.06,0.06,14-01-2023,06:30:02
0.07,0.07,0.06,0.08,0.07,0.07,0.06,0.07,0.07,0.06,0.06,14-01-2023,07:00:01
0.07,0.07,0.06,0.08,0.07,0.07,0.06,0.07,0.07,0.06,0.06,14-01-2023,07:30:01
0.08,0.07,0.06,0.07,0.07,0.07,0.06,0.07,0.07,0.06,0.06,14-01-2023,08:00:01
0.07,0.07,0.06,0.07,0.07,0.07,0.06,0.07,0.07,0.06,0.06,14-01-2023,08:30:01
0.06,0.07,0.06,0.07,0.07,0.07,0.06,0.06,0.07,0.06,0.06,14-01-2023,09:00:02
0.07,0.06,0.06,0.07,0.06,0.07,0.06,0.06,0.07,0.06,0.06,14-01-2023,09:30:01
0.07,0.06,0.06,0.07,0.06,0.07,0.06,0.06,0.07,0.06,0.06,14-01-2023,10:00:01
0.07,0.06,0.06,0.07,0.06,0.07,0.06,0.06,0.07,0.06,0.06,14-01-2023,10:30:01
0.07,0.06,0.06,0.07,0.06,0.07,0.06,0.06,0.07,0.06,0.06,14-01-2023,11:00:02
0.08,0.06,0.06,0.07,0.06,0.07,0.06,0.06,0.07,0.06,0.06,14-01-2023,11:30:02
0.06,0.06,0.06,0.07,0.05,0.07,0.06,0.06,0.07,0.06,0.06,14-01-2023,12:00:02
0.06,0.06,0.06,0.07,0.05,0.07,0.06,0.06,0.07,0.06,0.06,14-01-2023,12:30:02
0.07,0.06,0.06,0.07,0.05,0.07,0.06,0.06,0.07,0.06,0.06,14-01-2023,13:00:02
0.06,0.06,0.06,0.07,0.05,0.07,0.06,0.06,0.07,0.06,0.06,14-01-2023,13:30:01
0.07,0.06,0.06,0.07,0.05,0.07,0.06,0.06,0.07,0.06,0.06,14-01-2023,14:00:02
0.08,0.06,0.06,0.07,0.05,0.07,0.06,0.06,0.07,0.06,0.06,14-01-2023,14:30:01
0.07,0.06,0.06,0.07,0.05,0.07,0.06,0.06,0.07,0.06,0.06,14-01-2023,15:30:01
0.07,0.06,0.06,0.07,0.05,0.07,0.06,0.06,0.07,0.06,0.06,14-01-2023,15:30:01
0.06,0.06,0.06,0.07,0.05,0.07,0.06,0.06,0.07,0.06,0.06,14-01-2023,16:00:01
0.08,0.06,0.06,0.07,0.05,0.07,0.06,0.06,0.07,0.06,0.06,14-01-2023,16:30:01
0.08,0.06,0.06,0.07,0.05,0.07,0.06,0.06,0.07,0.06,0.06,14-01-2023,17:00:02
0.08,0.06,0.06,0.07,0.05,0.07,0.06,0.06,0.07,0.06,0.06,14-01-2023,17:30:01
0.07,0.06,0.06,0.07,0.05,0.07,0.06,0.06,0.07,0.06,0.06,14-01-2023,18:00:02
0.07,0.06,0.06,0.07,0.05,0.07,0.06,0.06,0.07,0.06,0.06,14-01-2023,18:30:01
0.07,0.06,0.06,0.07,0.05,0.07,0.06,0.06,0.07,0.06,0.06,14-01-2023,19:00:01
0.07,0.06,0.06,0.07,0.05,0.07,0.06,0.06,0.07,0.06,0.06,14-01-2023,19:30:01
0.07,0.06,0.06,0.07,0.05,0.07,0.06,0.06,0.07,0.06,0.06,14-01-2023,20:00:01
0.08,0.06,0.06,0.07,0.05,0.07,0.06,0.06,0.07,0.06,0.06,14-01-2023,20:30:01
0.06,0.06,0.06,0.07,0.05,0.07,0.06,0.06,0.07,0.06,0.06,14-01-2023,21:00:01
0.07,0.06,0.06,0.07,0.05,0.07,0.06,0.06,0.07,0.06,0.06,14-01-2023,21:30:01
0.07,0.06,0.06,0.07,0.05,0.07,0.06,0.06,0.07,0.06,0.06,14-01-2023,22:00:01
0.07,0.06,0.06,0.07,0.05,0.07,0.06,0.06,0.07,0.06,0.06,14-01-2023,22:30:02
0.07,0.06,0.06,0.07,0.05,0.07,0.06,0.06,0.07,0.06,0.06,14-01-2023,23:00:01
0.08,0.06,0.06,0.07,0.05,0.07,0.06,0.06,0.07,0.06,0.06,14-01-2023,23:30:01
0.07,0.06,0.06,0.07,0.05,0.07,0.06,0.06,0.07,0.06,0.06,15-01-2023,00:00:01
0.07,0.06,0.06,0.07,0.05,0.07,0.06,0.06,0.07,0.06,0.06,15-01-2023,00:30:01
0.07,0.06,0.06,0.07,0.05,0.07,0.06,0.06,0.07,0.06,0.06,15-01-2023,01:00:02
0.07,0.06,0.06,0.07,0.05,0.07,0.06,0.06,0.07,0.06,0.06,15-01-2023,01:30:01
0.07,0.06,0.06,0.07,0.05,0.07,0.06,0.06,0.07,0.06,0.06,15-01-2023,02:00:01
0.07,0.06,0.06,0.07,0.05,0.07,0.06,0.06,0.07,0.06,0.06,15-01-2023,02:30:01
0.08,0.06,0.06,0.07,0.05,0.07,0.06,0.06,0.07,0.06,0.06,15-01-2023,04:30:02
0.08,0.06,0.06,0.07,0.05,0.07,0.06,0.06,0.07,0.06,0.06,15-01-2023,05:00:01
0.07,0.06,0.06,0.07,0.05,0.07,0.06,0.06,0.07,0.06,0.06,15-01-2023,05:30:01
0.07,0.06,0.06,0.07,0.05,0.07,0.06,0.06,0.07,0.06,0.06,15-01-2023,05:30:01
0.08,0.06,0.06,0.07,0.05,0.07,0.06,0.06,0.07,0.06,0.06,15-01-2023,06:00:02
0.07,0.06,0.06,0.07,0.05,0.07,0.06,0.06,0.07,0.06,0.06,15-01-2023,06:30:01
0.07,0.06,0.06,0.07,0.05,0.07,0.06,0.06,0.07,0.06,0.06,15-01-2023,07:00:01
0.07,0.06,0.06,0.07,0.05,0.07,0.06,0.06,0.07,0.06,0.06,15-01-2023,07:30:02
0.07,0.06,0.06,0.07,0.05,0.07,0.06,0.06,0.07,0.06,0.06,15-01-2023,08:00:02
0.07,0.06,0.06,0.07,0.05,0.07,0.06,0.06,0.07,0.06,0.06,15-01-2023,08:30:01
0.08,0.06,0.06,0.07,0.05,0.07,0.06,0.06,0.07,0.06,0.06,15-01-2023,09:00:01
0.07,0.06,0.06,0.07,0.05,0.07,0.06,0.06,0.07,0.06,0.06,15-01-2023,09:30:02
0.07,0.06,0.06,0.07,0.05,0.07,0.06,0.06,0.07,0.06,0.06,15-01-2023,10:00:01
0.07,0.06,0.06,0.07,0.05,0.07,0.06,0.06,0.07,0.06,0.06,15-01-2023,10:30:02
0.08,0.06,0.06,0.07,0.05,0.07,0.06,0.06,0.07,0.06,0.06,15-01-2023,11:00:02
0.07,0.06,0.06,0.07,0.05,0.07,0.06,0.06,0.07,0.06,0.06,15-01-2023,11:30:01
0.07,0.06,0.06,0.07,0.05,0.07,0.06,0.06,0.07,0.06,0.06,15-01-2023,12:00:01
0.07,0.06,0.06,0.07,0.05,0.07,0.06,0.06,0.07,0.06,0.06,15-01-2023,12:30:02
0.07,0.06,0.06,0.07,0.05,0.07,0.06,0.06,0.07,0.06,0.06,15-01-2023,13:00:01
0.07,0.06,0.06,0.07,0.05,0.07,0.06,0.06,0.07,0.06,0.06,15-01-2023,13:30:02
0.07,0.06,0.06,0.07,0.05,0.07,0.06,0.06,0.07,0.06,0.06,15-01-2023,14:00:01
0.07,0.06,0.06,0.07,0.06,0.07,0.06,0.06,0.07,0.06,0.06,15-01-2023,14:30:01
0.07,0.06,0.06,0.07,0.06,0.07,0.06,0.06,0.07,0.06,0.06,15-01-2023,15:30:01
0.07,0.06,0.06,0.07,0.06,0.07,0.06,0.06,0.07,0.06,0.06,15-01-2023,15:30:01
0.07,0.06,0.06,0.07,0.06,0.07,0.06,0.06,0.08,0.06,0.06,15-01-2023,16:00:01
0.06,0.06,0.06,0.07,0.06,0.07,0.06,0.06,0.08,0.06,0.06,15-01-2023,16:30:01
0.08,0.06,0.06,0.08,0.06,0.07,0.06,0.06,0.08,0.06,0.06,15-01-2023,17:00:02
0.07,0.07,0.06,0.08,0.06,0.07,0.06,0.06,0.08,0.06,0.06,15-01-2023,17:30:01
0.07,0.07,0.06,0.08,0.06,0.07,0.06,0.06,0.08,0.06,0.06,15-01-2023,18:00:01
0.07,0.07,0.06,0.08,0.06,0.07,0.06,0.07,0.08,0.06,0.07,15-01-2023,18:30:01
0.08,0.07,0.06,0.08,0.06,0.07,0.06,0.07,0.08,0.06,0.07,15-01-2023,19:00:02
0.07,0.07,0.06,0.08,0.07,0.07,0.06,0.07,0.09,0.06,0.07,15-01-2023,19:30:01
0.09,0.07,0.06,0.08,0.07,0.07,0.06,0.07,0.09,0.07,0.07,15-01-2023,20:00:01
0.08,0.07,0.06,0.08,0.07,0.07,0.06,0.07,0.09,0.07,0.07,15-01-2023,20:30:01
0.08,0.07,0.06,0.08,0.07,0.07,0.06,0.07,0.08,0.07,0.07,15-01-2023,21:00:01
0.07,0.07,0.06,0.08,0.07,0.07,0.06,0.07,0.08,0.07,0.07,15-01-2023,21:30:01
0.07,0.07,0.07,0.08,0.07,0.07,0.06,0.07,0.08,0.07,0.07,15-01-2023,22:00:01
0.08,0.07,0.07,0.08,0.07,0.07,0.06,0.07,0.08,0.07,0.07,15-01-2023,22:30:02
0.06,0.07,0.06,0.08,0.06,0.07,0.06,0.07,0.08,0.07,0.07,15-01-2023,23:00:01
0.06,0.07,0.06,0.08,0.06,0.07,0.06,0.07,0.08,0.07,0.07,15-01-2023,23:30:01
0.07,0.07,0.06,0.08,0.07,0.07,0.06,0.07,0.08,0.07,0.07,16-01-2023,00:00:01
0.08,0.07,0.06,0.08,0.07,0.07,0.06,0.07,0.08,0.07,0.07,16-01-2023,00:30:01
0.09,0.07,0.07,0.08,0.07,0.07,0.06,0.07,0.08,0.07,0.07,16-01-2023,01:00:02
0.07,0.07,0.07,0.09,0.07,0.08,0.06,0.07,0.08,0.07,0.07,16-01-2023,01:30:01
0.07,0.07,0.07,0.09,0.07,0.08,0.06,0.07,0.09,0.07,0.07,16-01-2023,02:00:02
0.08,0.07,0.07,0.09,0.07,0.08,0.06,0.07,0.09,0.07,0.07,16-01-2023,02:30:01
0.07,0.07,0.07,0.09,0.07,0.08,0.06,0.07,0.09,0.06,0.07,16-01-2023,04:30:02
0.08,0.06,0.07,0.09,0.07,0.07,0.06,0.07,0.08,0.06,0.07,16-01-2023,05:00:02
0.07,0.06,0.06,0.08,0.07,0.07,0.06,0.07,0.08,0.06,0.07,16-01-2023,05:30:01
0.07,0.06,0.06,0.08,0.07,0.07,0.06,0.07,0.08,0.06,0.07,16-01-2023,05:30:01
0.08,0.06,0.06,0.08,0.07,0.07,0.06,0.07,0.08,0.06,0.06,16-01-2023,06:00:02
0.07,0.06,0.06,0.08,0.06,0.07,0.06,0.06,0.08,0.06,0.06,16-01-2023,06:30:01
0.08,0.06,0.06,0.08,0.06,0.07,0.06,0.06,0.08,0.06,0.06,16-01-2023,07:00:02
0.06,0.06,0.06,0.08,0.06,0.07,0.06,0.06,0.08,0.06,0.06,16-01-2023,07:30:02
0.07,0.06,0.06,0.08,0.06,0.07,0.06,0.06,0.08,0.06,0.06,16-01-2023,08:00:01
0.08,0.06,0.06,0.08,0.06,0.07,0.06,0.06,0.08,0.06,0.06,16-01-2023,08:30:01
0.07,0.06,0.06,0.07,0.06,0.07,0.06,0.06,0.07,0.06,0.06,16-01-2023,09:00:02
0.07,0.06,0.06,0.07,0.06,0.07,0.06,0.06,0.07,0.06,0.06,16-01-2023,09:30:01
0.06,0.06,0.06,0.07,0.06,0.07,0.06,0.06,0.07,0.06,0.06,16-01-2023,10:00:01
0.07,0.06,0.06,0.07,0.06,0.07,0.06,0.06,0.07,0.06,0.06,16-01-2023,10:30:01
0.06,0.06,0.06,0.07,0.06,0.07,0.06,0.06,0.07,0.06,0.06,16-01-2023,11:00:01
0.07,0.06,0.06,0.07,0.06,0.07,0.06,0.06,0.07,0.06,0.06,16-01-2023,11:30:01
0.08,0.06,0.06,0.07,0.06,0.07,0.06,0.06,0.07,0.06,0.06,16-01-2023,12:00:01
0.07,0.06,0.06,0.07,0.06,0.07,0.06,0.06,0.07,0.06,0.06,16-01-2023,12:30:02
0.07,0.06,0.05,0.07,0.06,0.07,0.06,0.06,0.07,0.06,0.06,16-01-2023,13:00:01
0.06,0.06,0.05,0.07,0.06,0.07,0.06,0.06,0.07,0.06,0.06,16-01-2023,13:30:01
0.07,0.06,0.05,0.07,0.06,0.07,0.06,0.06,0.07,0.06,0.06,16-01-2023,14:00:01
0.07,0.06,0.05,0.07,0.06,0.07,0.06,0.06,0.07,0.06,0.06,16-01-2023,14:30:01
0.05,0.06,0.05,0.07,0.06,0.07,0.06,0.06,0.07,0.06,0.06,16-01-2023,15:30:01
0.08,0.06,0.05,0.07,0.06,0.07,0.06,0.06,0.07,0.06,0.06,16-01-2023,16:00:01
0.08,0.06,0.05,0.07,0.06,0.07,0.06,0.06,0.07,0.06,0.06,16-01-2023,16:00:01
0.08,0.06,0.05,0.07,0.06,0.07,0.06,0.06,0.07,0.06,0.06,16-01-2023,16:30:02
0.06,0.06,0.05,0.07,0.06,0.07,0.06,0.06,0.07,0.06,0.06,16-01-2023,17:00:01
0.06,0.06,0.05,0.07,0.06,0.07,0.06,0.06,0.07,0.06,0.06,16-01-2023,17:30:01
0.07,0.06,0.05,0.07,0.06,0.07,0.06,0.06,0.07,0.06,0.06,16-01-2023,18:00:01
